瞎球转	2020-06-11 10:59:24	看来还要横一阵子啊，下午的收盘价谁能预测一下，猜对送你100股	3
股友商人	2020-06-11 15:12:14	就问送不送	0
大发暴富de五散人	2020-06-11 14:56:09	4.56，十股就行铁子	0
股友商人	2020-06-11 14:55:40	4.55收	0
股友K5ra5j	2020-06-11 14:29:17	4.55	1
主力跟我上	2020-06-11 14:27:12	453	0
股友XYFGF8	2020-06-11 14:20:12	4.61	0
股友wE7Z70	2020-06-11 14:00:18	绝对4.5	0
四叶草7	2020-06-11 13:59:22	4.57	0
股友DDM73H	2020-06-11 13:57:08	4.58	0
小股票小白	2020-06-11 13:52:44	4.56收盘	0
小股票小白	2020-06-11 13:51:24	4.56收盘	0
股友K5ra5j	2020-06-11 13:49:51	下午必须踩回4.5，要不然明天会低开。如果破4.5，明天高开	0
股友K5ra5j	2020-06-11 13:41:55	4.55	2
股友wE7Z70	2020-06-11 13:08:52	4.5	0
大杀四方108	2020-06-11 11:50:16	4.8收盘	0
中远投	2020-06-11 11:35:09	上涨下跌上涨下跌，横盘做底，上演狼来了的故事，没准哪天就上去了	1
绝伤初云	2020-06-11 11:30:58	4.60	0
东财网友2866513701207576	2020-06-11 11:28:04	4.6－4.65之间，只会低于这个数值，不会高	0
分歧买入	2020-06-11 11:27:12	5.76微信	0
