南山北淼	2020-09-10 12:35:51	5.85进的，有一起的吗	11
南山北淼	2020-09-11 14:06:47	今天补了，成本5.3	0
股友feYZwP	2020-09-11 13:44:47	六块钱卖的，5.8又买回来了，以为要持续上攻了	0
一买就暴涨66	2020-09-11 10:22:16	我5.3进了2层仓，到5块在补2层	0
HX9346A	2020-09-11 09:28:59	5.07	0
股友AT78h7	2020-09-11 00:12:28	5.88高地	0
股友VJYA2B	2020-09-10 23:26:54	可算找到家人啦！嘿嘿！握个手吧	0
股友Nc3dwL	2020-09-10 23:13:15	5.75	0
东方蜘蛛潮州	2020-09-10 21:52:38	我6.8	0
股友xrIcFw	2020-09-10 20:33:38	有5.758	0
股友9vkumb8335	2020-09-10 19:44:19	5.29	0
割你韭菜吃的香	2020-09-10 19:32:31	5.3	0
勇敢的心HRB	2020-09-10 19:29:08	放着吧，能咋的。	0
干嘛呀	2020-09-10 19:18:26	6.5进去	0
喜欢收在右上角	2020-09-10 17:02:40	成本5.25	0
几哈哟	2020-09-10 16:24:48	我的5.69	0
未来计划2026	2020-09-10 15:53:58	这个可以有	0
股友jWccPU	2020-09-10 15:50:36	5.5	0
辣条88	2020-09-10 15:44:38	一样	0
股友AT78h7	2020-09-10 15:24:50	在呢？	0
加油2021fighting	2020-09-10 15:18:43	5.8进的	0
ljm520999	2020-09-10 14:58:10	有	0
